audio_path,transcription
2020_03_25_000030_ci_covid19_unesco_msg01_eng.wav," This information is spreading alongside the new coronavirus. To counter this, it is important to share information that comes from reliable sources such as health authorities and the World Health Organization. During the COVID-19 outbreak, only trust official information sources and credible media outlets do not share unverified information. This is a message from UNESCO."
2020_03_25_000030_ci_covid19_unesco_msg01_fre.wav," La désinformation, comme le coronavirus, se propage. Pour combattre la désinformation, il est important de partager des informations venant de source fiable, comme les autorités sanitaires et l'organisation mondiales de la santé. Pendant l'épidémie de COVID-19, ne faites confiance qu'au source de l'information officielle et au médicré d'hyblin. Ne partagez pas d'information non vérifiées, ceci est un message de l'une escale."
2020_03_25_000030_ci_covid19_unesco_msg02_eng.wav," Are you apparent? Now that you are spending more time at home, why not teach your child how to spot false content and rumours? Find a piece of information online that is confirmed as disinformation and ask your child these questions. Who made this? For whom was this made? Is it from a reliable source? During the COVID-19 outbreak, only trust official information sources and credible media outlets do not share unverified information. This is a message from UNESCO."
2020_03_25_000030_ci_covid19_unesco_msg02_fre.wav," Vous êtes par an? Profitez du confinement pour apprendre à votre enfant, à identifier les contenus mensongées et les rumours. Sur Internet, trouver une information confirmer comme fausses et poser à votre enfant ces questions, qui est à l'origine de cette information. A qui est-elle destinée? Provigne-t-elle d'une source fiable? Pendant l'épidémie de COVID-19, ne faites confiance que sur ce d'informations officielle et au médicré-dible, ne partagez pas d'informations non vérifiées. Ceci est un message de l'Unesco."
2020_03_25_000030_ci_covid19_unesco_msg03_eng.wav," Has someone you know sent you advice from an unknown expert against coronavirus? Watch out! The expert may not be an authentic one. One way to manipulate information is through the use of a false expert who can add more credibility to the message. Always verify who that expert is and which organisation they represent. During the COVID-19 outbreak, only trust official information sources and credible media outlets do not share unverified information. This is a message from UNESCO."
2020_03_25_000030_ci_covid19_unesco_msg03_fre.wav," Quelqu'un que vous connaissez vous envoie des conseils d'un expert contre le coronavirus. Attention, l'expère n'est peut-être pas authentique. Une façon de manipuler l'information consiste à recourir un faux experts pour ajouter plus de crédibilité au message. Verifier toujours qui est cet expert et qu'elle organisation il représente. Pendant l'épidémie de COVID-19, ne faites confiance que sur ce d'informations officielles et au médi crédible, ne partagez pas d'informations non vérifiées. Ceci est un message de l'Unesco."
2020_03_25_000040_ci_covid19_unesco_msg02_ara.wav, الانتوالي الان بما انك تقدي وقتلط ولف المنزل فلماذا لا تعلم طفلك كيفية كشاف المحتوى والإشاعة الخاطئة ام حتابر لان ترى تعان معلومات انتما تأكد من انام على ماتون خاطئة وموضل للا وسالطفلك الاسئلة العربعة التالية من كتباء اونا شرهاذا لم تكتب هذا اونا شر وهلو من مصدر الماثو اتفشي كوية تسعة عشر تخفقت بمصدر معلومات الرسمية و سائل العلام الموثو كبها لا تشاريك المعلومات التي لم يتم تحقق منها. هذه الرسالة من اليونيسكوب you
2020_03_25_000040_ci_covid19_unesco_msg03_ara.wav, هل أرسل إليكة شخص طارف ونصيحة من خبيراً ضد البير ساتي تجيها احترس قد لا يكون الخبير وذوم استقية تتمث الوحطة ترق معالجة المعلومات في سخدام خبير زائف يمكنه إضافة المزيد من المستقية إلى رسالة تحق قد امن من خلال الموارد عبر الانتر لتو محركة البحث من هوية هذه الخبير وتجخبتي في هذه الموضضوع والموندمة التي يمثلها اثناء تفشيك في التساعت عشر تخفق تبم السادير المعلومات الرسمية ووسائل العلام الموثوكبها لا تشاريك المعلومات التي لم يتمتحق قمنا هذه رسالة من اليونيسكو you
2020_03_25_000040_ci_covid19_unesco_msg04_ara.wav, عندما تتوقف عن دم انشورين أو تعليقا حول الفيروس التاجي. اتنا اتمرين عبر موشز الأخبع فكر فيما يجعل كتش شعروبة بالخدب أو الحزن أو السضبة يمكننا شروت دليل من خلالي سخدم محتوى نياسادي في المشاهر. قبل الموشاركة يويرد على هذا المحتوى حبيل التفكير في مصطر ومن الذي قديستهدي فمن الذي قديت اذامن فكر قبل نقر فكر قبل الموشاركة. اتنا اتفشيك في التسعة عشار تخفقة بمصادر معلومات الرسمية ووسائل العلام الموثو كبيرها لا تشاريك المعلومات التي لم يتمتحق قمنا هذه الرسالة مناليونيسكو you
2020_03_25_000040_ci_covid19_unesco_msg04_eng.wav," When you are scrolling through your newsfeed and you read a message about the coronavirus, think about how it makes you feel. Does it make you feel angry? Sad or shocked? Disinformation can be spread through the use of emotion targeted content. Before sharing or reacting to such content, try to think of where it comes from, who might benefit from it, and who might be hurt from it. Think before clicking, think before sharing. During the COVID-19 outbreak, only trust official information sources and credible media outlets do not share unverified information. This is a message from UNESCO. you"
2020_03_25_000040_ci_covid19_unesco_msg04_fre.wav," En parcours en votre fil d'actualité, vous lesz un message ou un commentaire sur le coronavirus. Pensez à ce que cela vous fait ressentir. Cela vous mettil en colère, et de vous triste ou chocquer. La désinformation peut se propager par l'utilisation de contenu accès sur les émotions, avant de partager ou de réagir à un contenu, pensez à sa provenance, qui pourrait en bénéficier et qui pourrait en souffrir. Réfléchissez avant de cliquer, réfléchissez avant de partager. Pendant l'épidémie de COVID-19, ne faites confiance que sur ce d'informations officielles et omédia crédible, ne partagez pas d'informations non vérifiées. Ceci est un message de l'Unesco. you"
arabic_1_science.wav, كوفي التسحط عشر الجديد يعمل العلماء والباحثون والعاملون في مجال الصحا و غيري معاً لفهم البيروس بشكل نافضل لكن العلماء يتغير و يتطور بمورور الوقت على الرغم من انتغيورات قد تبدو موربكة إلى انها من أجل مسلحةنا لذا كلم الفتحن على تغيورات والحقاق والتوسية الجديدة كلمارنة أظهر مورونةك يتي مويرسله هري يرسل إليك من قبل اليونيسك وموناضتما تسحة العالمية ومحطة الراد والمحلي يتيلاديك
arabic_2_infection_transmission.wav, خير جائح تكفي التسعة عشر تريقة التي نعيشون عملوا ونطبصل مع الأغرين. ذلك والتحتي والاكن بغض النظر عن المكان الذي تعيش في أوياً كون. يمكن لكل واحد مننا المساعد في كصر سلس لنجقلك في التسعة عشر. تاكد من التبعير شادات كلمحالية. لكل دولة مصوية والفريدة في الإرسال والمواريط والتوسيات لتناساسب الموقف يتيم ويرسال وهري رسالة إليك من قبل اليونيسك ومونادمج الصحة العالمية ومحطة الراد والمحالية لديك
arabic_3_mask.wav, يوعد تناه القماش أداتاً وهمة لمنحن تشار البيروس خاصة نحن دب عليون كنوضمان ومسفة مطرين واحد على الأقل من الأغارين تأكد من ان الذي قنعاك الخاص ويفضروا أن يكون من ثلاث يطبقاً. يرسديهم على قتل وذن مع الحرس يحل عدم لمسلجز الاممي من القناة وخصيلو كل يوم يتي مويرسل وهري يرسل إليك من قبل اليونيسك وموناتما تسحة العالمية ومحطة الرادل محلي يتي لديك
arabic_4_contacts.wav, يسمروا كوفي التسعتاشر في لنتشاري حول العالم يمكنك المساعدة في اكافيحا تريق الدخول في عزلة لمدة اربعة عاشر يوما إذا كنت على التسالي وفيق في أي شخص موصاب بالبيروز يمكن أن يتم هذا الحزر الصحي في المنزل طالما يمكنك البقاء من فصلا عن أفراد الأسراء إذا لم يكن الأمر كذلك يجب أن تذب حيث يمكنك البقاء بمفراتيك و تحدر الإندادات الى يتيموا يرسال الى يرسال الى يك من قبل الى يونيسك وعبون اضمت سحة العالمية ومحطة الرادم المحلي يتيلاديك
arabic_5_schools.wav, ليجمول إبلاغ عن العطفال في كثير من الأحيان كحالات مقارنة بالباليريين وحدة ميقون المرد الذي وعنون منه خفيفاً في حين أن الأطفال قد يكونون أقلت أثوراً فقد يكون الذيهم أيضاً عددنا كبر من الكتصالات في المدرسة والمشبعة المزيد من الدراسة جرية لتكيم مخاطر العطواخاً دلعض فالو أفامٍ تقالي العدوة بشكل نعضضل في هذه الفئة العمرية. يتمو يرسل هذه الرسالة إليك من قبل اليونيسكو وو منابدمت السحة العالمية ومحطة غادم المحلية لديك.
arabic_6_markets.wav, الحياة وخصة الحياوانات المردية يمصطر أكثر من سبحين في المئم جميع الأمراد المعطية نشئة لدلبشار. عندما يتم مبايها وذبحوا في الاصوه يتعرض العمال والعملا على حدين سواء ليخطر. عند التصووق في عصوى قتعام التقليدية تجنب الاماكين القريب تام من تقتيذ بحلحياوانات. يتم يرسل هذه إليك من قبل اليونيسك ومونظمت سحتي العالمية ومحطة غادول محلي يتيلاديك
arabic_7_meetings.wav, يجب أن يحتمد أي وقرار لحق ذهدث نأذن أجه احد كوفي التسعتع عشر على نجن قائم نعلى المخاطر. قدمت ممثمت سحتي العالمية يرشادات نحول كيفية تباح نجن قائم نعلى المخاطر. سواء كان حدث كبيرا مثل الاحب الأمبياء والأخذات الصغيرة مثل حفلات عياد الملاد أو حفلات الزفاف أو مبارية كورات القد منغيرة او المناسبات العائلية. يتيم ويرسل الهارية ساليليك من قبل اليونيسك ومونظمة سحة العالمية ومحطة الرادل محلية لديك.
eng_1_science.wav," No matter where you live or who you are, each of us can help to break the chains of COVID-19 transmission. Each country or area has its own levels of transmission, resources and recommendations, and the situation can change rapidly. The COVID-19 pandemic has changed the way we live, work, and connect with others. It is challenging. Make sure you follow your local guidance. This message is brought to you by UNESCO, WHO and your local radio station."
eng_2_infection_transmission.wav," A fabric mask acts as a barrier to prevent the spread of the virus. It must be used correctly, and always combined with other measures to protect yourself and everyone else. Make sure you have your own mask and do not share it with others. When wearing a mask, make sure you know how to put it on. Use it, remove it, and discard it, or wash it correctly. This message is brought to you by UNESCO, WHO, and your local radio station."
eng_3_mask.wav," To protect yourself and everyone else follow recommendations from trusted sources. Remember that a mask alone cannot protect you. When wearing a mask, continue to adopt other measures to prevent the spread of the virus. Stay at least one meter away from others, clean your hands frequently and thoroughly and avoid touching your face and mask. Stay safe and let's all prevent the spread of COVID-19. This message is brought to you by UNESCO, WHA, and your local radio station."
eng_4_contacts.wav," We are not just fighting in epidemic. We're fighting an infodemic. An infodemic is an excessive amount of information about a problem making it difficult to identify a solution. During a health emergency an infodemic can drown out reliable information and allow rumors to spread more easily, impeding an effective public health response. We all play an important role to share trust where the information and reduce disinformation. This message is brought to you by UNESCO, WHO and your local radio station."
eng_5_schools.wav," There are several things you can do to protect yourself and others from COVID-19 in your workplace, whether you are at your work site or teleworking at home. While maintaining physical distance, stay social, contact your family and colleagues regularly to check how they are coping. Follow distancing measures issued for your location and stay informed through information from trusted sources such as WHO and your local health authority. This message is brought to you by UNESCO, WHO and your local radio station."
eng_6_markets.wav," The evidence available to date shows that if you are over 60 or above or have underlying conditions, you are at higher risk of developing severe forms of COVID-19. Should you catch the disease, talk to your family and neighbors, and kindly ask them to do your shopping for food, medicines, and other necessities. If you become ill with difficulty breathing, contact your COVID-19 hotline, health care facility, or doctor immediately. This message is brought to you by UNESCO, WHO and your local radio station."
eng_7_meetings.wav," In general, evidence shows that restricting the movement of people and goods during public health emergencies is ineffective in most situations and may divert resources from other interventions. However, in certain circumstances, measures that restrict the movement of people may prove temporarily useful, such as in settings with few international connections and limited response capacities. Remember, travel bands may have a significant economic and social impact. This message is brought to you by UNESCO, WHO and your local radio station."
f1_aug_cut(1).wav," of ours, think about how it makes you feel. Does it make you feel angry? Sad or shocked. This information can be spread through the user-the-motion targeted content, before sharing or reacting to such content, try to think of where it comes from, who might benefit from it, and who might be hurt from it."
f1_aug_cut.wav," of ours, think about how it makes you feel. Does it make you feel angry? Sad or shocked. This information can be spread through the user-the-motion targeted content, before sharing or reacting to such content, try to think of where it comes from, who might benefit from it, and who might be hurt from it."
f1_aug_cut_(2).wav," of virus? Watch out. The expert may not be an authentic one. One way to manipulate information is through the use of a false expert who can add more credibility to the message, always verify who that expert is and which organization they represent. During the COVID-19 outbreak, only trust official information sources"
f1_aug_dec.wav," Think before sharing. During the COVID-19 outbreak, only trust official information sources and credible media outlets do not share unverified information. you read a message about the coronavirus, think about how it makes you feel. Does it make you feel angry? Sad or shocked. Disinformation can be spread through the use of emotion targeted content. Before sharing or reacting to such content, try to think of where it comes from, who might benefit from it, and who might be hurt from it? Think before clicking."
f1_aug_dec_(2).wav," organization they represent. During the COVID-19 outbreak, only trust official information sources and credible media outlets do not share unverified information. This is a message from UNESCO. You know, sent to your advice from an unknown expert against coronavirus? Watch out! The expert may not be an authentic one. One way to manipulate information is through the use of a false expert who can add more credibility to the message, always verify who that expert is, and"
f1_aug_noise_injection_30_pourcent.wav," When you are scrolling through your newsfeed and you read a message about the coronavirus, think about how it makes you feel. Does it make you feel angry? Sad or shocked? Disinformation can be spread through the use of emotion targeted content, before sharing or reacting to such content. Try to think of where it comes from, who might benefit from it, and who might be hurt from it. Think before clicking, think before sharing. During the COVID-19 outbreak, only trust official information sources and credible media outlets do not share unverified information. This is a message from UNESCO. See you next time!"
f1_aug_noise_injection_30_pourcent_(2).wav," Has someone you know sent you advice from an unknown expert against coronavirus? Watch out! The expert may not be a mucentic one. One way to manipulate information is through the use of a false expert who can add more credibility to the message. Always verify who that expert is and which organisation may represent. During the COVID-19 outbreak, only trust official information sources and credible media outlets do not share unverified information. This is a message from UNESCO."
f1_aug_sup_noise.wav," When you are scrolling through your newsfeed and you read a message about the coronavirus, think about how it makes you feel. Does it make you feel angry? Sad or shocked? Disinformation can be spread through the use of emotion targeted content. Before sharing or reacting to such content, try to think of where it comes from, who might benefit from it and who might be hurt from it. Think before clicking, think before sharing. During the COVID-19 outbreak, only trust official information sources and credible media outlets do not share unverified information. This is a message from UNESCO."
f1_aug_sup_noise_(2).wav," Has someone you know sent you advice from an unknown expert against coronavirus? Watch out! The expert may not be an authentic one. One way to manipulate information is through the use of a false expert who can add more credibility to the message. Always verify who that expert is and which organisation they represent. During the COVID-19 outbreak, only trust official information sources and credible media outlets do not share unverified information. This is a message from UNESCO."
f1_aug_vitesse_acc_10_pourcent.wav," When you are scrolling through your new seed, and you read a message about the coronavirus, think about how it makes you feel. Doesn't make you feel angry, sad or shocked. This information can be spread through the user-emotion targeted content, before sharing or reacting to such content. Try to think of where it comes from, who might benefit from it, and who might be hurt from it. Think before picking, think before sharing. During the COVID-19 outbreak, only trans-official information sources are credible media outlets. You're not sure, unverified information. This is a message from USAO. you"
f1_aug_vitesse_acc_10_pourcent_(2).wav," As someone you know sent you advice from an unknown ex-Support against her own virus? What's out? The ex-Support may not be a little 31. One way to manipulate information is through the use of false ex-Support, who can add more credibility to the message, always verify you that ex-Support is, and which organization they represent. During COVID-19 outbreak, only cross-efficient information sources, are credible media outlets, do not share unverified information. This is a message from MSO."
f1_aug_vitesse_acc_30_pourcent.wav," When you are scrolling through your new seed, and you'll be investing about the coronavirus, think about how it makes you feel. Does it make you feel angry? Sad or shocked? This information can be spread through the user-emotion targeted content, before sharing or reacting to such content. Try to think of how it comes from, who might benefit from it, and who might be hurt from it? Think before picking, think before sharing. During COVID-19 outbreak, only trans-official information sources are credible media outlets. Do not share and verify information. This is a message from UNSO."
f1_aug_vitesse_acc_30_pourcent_(2).wav," As someone you know sent you advice on an unknown ex-regainance for an inverse? What? The ex-regainance for the same thing. One way to manipulate information is to leave some false ex-regainance for the same reason. Who can handle privacy to message? Always verify your ex-regainance, have which organisation they represent. During COVID-19 outbreak, only artificial information sources are credible media outlets. Do not share unparified information. This is message from UNSO. you"
f1_aug_vitesse_acc_50_pourcent.wav," When you're scrolling through your new seed, have you been messing about the coronavirus? Think about how it makes you feel. Doesn't make you feel angry, sad or shocked. Yes information can be spread through these emotion-thouvid content, before sharing or reacting to such content. Try to think about a control, who might benefit from it, and who might be hurt from it. Think before thinking, think before sharing. During COVID-19 outbreak, only trans-efficient information sources are a problem in your audience. Do not share, unverified information. This is message from MSO."
f1_aug_vitesse_acc_50_pourcent_(2).wav," As someone you know sent you a license from an unknown answer against the real virus? Watch out! The answer may not be a little 31. One way to make an information is through the use of full sex art, who would have a limited usage message, always verify your accesses, have a which organisation they present. During COVID-19 outbreak, only for artificial information sources, a credible media outlets, do not share unverified information. This is message from you, that's it."
f1_aug_vitesse_dec_10_pourcent.wav," When you are scrolling through your new seed, and you read a message about the coronavirus, think about how it makes you feel. Does it make you feel angry? Sad or shocked? This information can be spread through the use of emotion, targeted content, before sharing or reacting to such content. Try to think of where it comes from, who might benefit from it, and who might be hurt from it. Think before picking, think before sharing. During the COVID-19 outbreak, only transfer official information sources at credible media outlets do not share unverified information. This is a message from UNESCO."
f1_aug_vitesse_dec_10_pourcent_(2).wav," As someone you know sent you advice from an unknown expert against coronavirus? Watch out! The expert may not be a little sentie-man. One way to manipulate information is through the use of a false expert who can add more credibility to the message, always verify you that expert is at which organisation they represent. During COVID-19 outbreak, only cross-defitial information sources, at credible media outlets, do not share unverified information. This is a message from USAO. you"
f1_aug_vitesse_dec_30_pourcent.wav," When you are scrolling through your new seed, and you read a message about the coronavirus, think about how it makes you feel. Does it make you feel angry? Sad or shocked? Disinformation can be spread through the user's emotion targeted content, before sharing or reacting to such content, try to think of where it comes from, who might benefit from it, and who might be hurt from it. During the COVID-19 outbreak, only across official information sources are credible media outlets do not share unverified information. This is a message from UNESCO. you"
f1_aug_vitesse_dec_30_pourcent_(2).wav," As someone you know sent you advice from an unknown expert against coronavirus? Watch out! The expert may not be able to send you one. One way to manipulate information is through the use of a false expert who can add more credibility to the message. Always verify you that expert is at which organization they represent. During the COVID-19 outbreak, only crossed the official information sources that credible media outlets do not share unverified information. This is a message from USA."
f1_aug_vitesse_dec_50_pourcent.wav," When you are scrolling through your newsfeed and you read a of emotion targeted content, before who might be hurt from it. Think, before clicking, think, before sharing. During the COVID-19 outbreak, only trust official information sources, incredible media outlets, do not share unverified information. This is a message from UNESCO. you"
f1_aug_vitesse_dec_50_pourcent_(2).wav," Has someone you know sent your advice from an unknown expert against coronavirus? Watch out! The expert may not be an authentic one. One way to manipulate information is through the use of a false expert who can add more credibility to the message, always verify that expert is at which organisation they represent. During the COVID-19 outbreak, only trust official information sources and credible media outlets do not share unverified information. This is a message from you LASCO."
f2_aug_cut.wav, اتنا اتمرين عبر موجز الأخباء فكرفي ما يجعل كتش عروبه بالخدب أو الحزن أو السضبه يمكننا شروت دليل من خلال سخدام محتوى نياسادي فلمشاحاير قبل المشاركة يويرد على هذا المحتوى حوال التفكير في مصطر ومن الذي قديستهدي فمن الذي قديت اذامنة فكير قبل نقر فكير
f2_aug_cut_(2).wav, ساتيتجية احترس قد لا يكون الخبي ردوم استقية تتمث الوحتى ترق معالجة المعلومات في السخدم خبي رزائف يمكن اضافة المزيد من المستقية إلى رسالة تحقق دائما من خلال الموارد عبر الانترنت ومحركة البحث من هوية هذه الخبيل وتجخبتي في هذه الموضوع
f2_aug_cut_(3).wav," and goods during public health emergencies is ineffective in most situations, and may divert resources from other interventions. However, in certain circumstances, measures that restrict the movement of people may prove temporarily useful, such as in settings with few international connections and limited response capacity."
f2_aug_cut_(4).wav, an infodemic is an excessive amount of information about a problem making it difficult to identify a solution during a health emergency an infodemic can drown out reliable information and allow rumors to spread more easily in peeding and effective public health response. We all play an important role to
f2_aug_cut_(5).wav," provide a high degree of protection against getting seriously ill and dying from the disease. So take whatever vaccine you are offered, even if you have already had COVID-19. It is important to be vaccinated as soon as possible and not wait. This way, we build immunity in our communities faster and can get back to our new"
f2_aug_cut_(6).wav," The virus, it must be used correctly and always combined with other measures to protect yourself and everyone else. Make sure you have your own mask and do not share it with others. When wearing a mask, make sure you know how to put it on. Use it, remove it and discard it or wash it correctly."
f2_aug_dec.wav, قبل المشاركة. اثناء تفشيك في التصحاط عشر تخفق تبم صدر معلومات الرسمية وزائل العلام الموثوكبها لا تشاريك المعلومات التي لم يتم تحق قمناه هذهليقا حول الفيروس التاجي. اتنا اتمرين عبر موشز الأخبع فكر فيما يجعل كتشعروبه بالخدب أو الحزن أو السضبه. يمكننا شروت دليل من خلال سخدم محتوان يسادي في المشاهر. قبل المشاركة أو الرد على هذا المحتوى حبيل التفكير في مصطر ومن الذي قد يستدف من ومن الذي قد يتأذامنا فكير قبل النقر فكير
f2_aug_dec_(2).wav, كوف التسعة عشر. فخفقة بمصادر المعلومات الرسمية و سائل العلام الموثوكبها لا تشاريه المعلومات التي لم يتم تحقق منها هذه الرسالة مناليونيسكو. هل أرسل إليك شخص طارفون نصيحة من خبيراً ضدل في روسات التاجية احترس قد لا يكون الخبير ذوم استقية تتمث الوحتى تروق معالجة المعلومات في سخدم خبير زائف يمكنه إضافة المزيد من المستقية إلى رسالة تحقق دائماً من خلال الموارد عبر الانترنت ومحركة البحث من هوية هذه الخبير وتجلبتي في هذا الموضوع والمون الدمات التي يوم في الوها
f2_aug_dec_(3).wav," useful, such as in settings with few international connections and limited response capacities. Remember, travel bands may have a significant economic and social impact. This message is brought to you by UNESCO, WHAO and your local radio station. evidence shows that restricting the movement of people and goods during public health emergencies is ineffective in most situations and may divert resources from other interventions. However, in certain circumstances, measures that restrict the movement of people may prove temporary"
f2_aug_dec_(4).wav," Visually, impeding an effective public health response, we all play an important role to share trust where the information and reduce disinformation. This message is brought to you by UNESCO, WHO and your local radio station. We are not just fighting in epidemic, we're fighting an infodemic, an infodemic is an excessive amount of information about a problem making it difficult to identify a solution. During a health emergency an infodemic can drown out reliable information and allow rumors to spread more"
f2_aug_dec_(5).wav," It is important to be vaccinated as soon as possible and not wait. This way we build immunity in our communities faster and can get back to our normal lives. This message is brought to you by UNESCO, WHO and your local radio station. The COVID-19 vaccines have been thoroughly tested and all provide a high degree of protection against getting seriously ill and dying from the disease. So take whatever vaccine you are offered. Even if you have already had COVID-19"
f2_aug_dec_(6).wav," and do not share it with others. When wearing a mask, make sure you know how to put it on. Use it, remove it, and discard it, or wash it correctly. This message is brought to you by UNESCO, WHO, and your local radio station. mask acts as a barrier to prevent the spread of the virus. It must be used correctly and always combined with other measures to protect yourself and everyone else. Make sure you have your own mask."
f2_aug_noise_injection_30_pourcent.wav, عندما تتبقف عن دمان شورين أو تعليقا حول البيروس التجي. اتنا اجمري ريعبر موجز الأخمة. فكير فيما يجعل كتشعروبة بالخدب أو الحزن أو السضبة. يمكننا شروت الآل من خلالي سخدم محتوان يسادي في المشاهير. طبل المشاركة أو الرد على هذا المحتوى حبيل التفكير في مصطر ومن الذي قديستهدي في من ومن الذي قديت اردامنا فكير قبل النقر. فكير قبل المشاركة. اتنا اتفشي كبير جزعة عشاء. تخة بمصاب المعلومات الرسمية ووسائيل العلام الموثوكي بها لا تشوشاري كلمعلومات التي لم يتمتحق قمنا هذه رسالة مناليونيسكو Today I will show you how to make a dough.
